Title,DOI
Electromagnetic modifications of the brain,10.1063/1.1693649
Food foraging of honey bees in a microwave field,10.1093/ee/11.1.95
ELF weak electric fields affect schedule- controlled behavior of  monkeys,10.1038/261256a0
Static magnetic field influence on the activity of some respiratory enzymes in wheat,10.3109/15368379409030704
Bioelectric potentials and their relat ion to growth in higher plants,10.1111/j.1749-6632.1974.tb26797.x
Apoplastic electropotentials in plants,10.1149/1.2095475
Shifts in the Plutchik emotion profile indices following three weekly treatments with pulsed vs continuous cerebral magnetic fields,10.2466/pms.1993.76.1.168
Dielectrophoresis and electrorotation of neurospora slime and murine myeloma cells,10.1016/s0006-3495(91)82109-9
Biomedical aspec ts of radio -frequency and microwave radiation: a review of selected Soviet,10.1002/0471435139.tox101.pub2
Exposure of Simian virus- 40-transformed human cells to magnetic fields results in increased levels of T-antigen mRNA and protein,10.1002/bem.2250150407
The elec trical control of growth in plant tissue cultures: the polar transport of auxin,10.1007/978-3-642-35299-7_14
Influence of constant magnetic fields on certain physicochemical properties of water,10.1002/bem.2250060208
Effects of ELF electromagnetic fields on Physarum polycephalum,10.2307/3574457
Bioeffects of extremely low- frequency electromagnetic fields,10.1097/00004669-199109000-00017
Effects of electropollution on slime molds,10.1007/978-3-319-55065-7_1334
Effect of pulsing electromagnetic fields on transcription in  polytene chromosomes,10.1126/science.6857248
Pulsing electromagnetic fields induce specific changes in transcription and translation,10.1126/science.6857248
Patterns of transcription a nd translation in cells exposed to EM fields: a review,10.1007/978-1-4899-1968-7_13
Exposure of human cells to low -frequency electromagnetic fields results in quantitative changes in transcripts,10.1016/0167-4781(89)90105-x
Transcription and translation in cells exposed to extremely low frequency electromagnetic fields,10.1016/0022-0728(91)85651-5
The role of electrical fields,10.1016/b978-0-12-650351-7.50015-9
A field description of the cleavage process in embryogenesis,10.1016/0022-5193(80)90270-2
Control of regeneration and morphogenesis by divalent cations in Acetabularia  mediterranea,10.1007/bf00394533
A furthe r study of the holoblastic cleavage field,10.1515/iupac.88.0610
Mechanisms underlying the formation of spatial structures in cells,10.1002/wdev.206
Developing Organisms as Self -organizing fields,10.1007/978-1-4613-0883-6_10
Essais de therapeutique du cancer experimental des plantes,10.1016/0031-9422(86)88058-x
Changes in chromosome morphology due to magnetism,10.1508/cytologia.42.639
Magnetic field sensitivity in animals,10.1146/annurev.ph.46.030184.003101
Transhyphal electrical  currents in fungi,10.1099/00221287-130-12-3313
Polarity and branching in fungi induced by electrical fields,10.1017/s1431927620022631
The electric fungus,10.1080/03746609508684833
Measurements of geoelectric potential and auxin -induced potentials in coleoptiles with a refined electrode technique,10.1111/j.1399-3054.1964.tb08155.x
Non -linear dependence of the dielectric properties of chick embryo myoblast membranes exposed to a sinusoidal 50 Hz magnetic field,10.3109/09553009109169315
Self -irradiation effect on yeast cells,10.1111/j.1751-1097.1991.tb01999.x
Interactions between weak electromagnetic fields and biosystems,10.3109/15368378509040374
The possibility of electrically affecting developmental   pattern,10.1016/j.cden.2015.08.002
Experiments with direct currents on chick embryos,10.1007/bf00576589
Effects of extremely low frequency fields on slime mold,10.1029/rs014i06sp00103
Response of tissue culture cells to low   magnetic fields,10.1038/202717a0
Response of Tissue culture cells to low magnetic fie lds,10.1093/owc/9780199662777.003.0044
Delineation of electric and magnetic field effects of extremely low frequency electromagnetic radiation on transcription,10.1016/0006-291x(91)91480-z
Gene -specific modulation of RNA synthesis and degradation by extremely low -frequency electroma gnetic fields,10.1007/bf01152664
An electrical block is required to prevent polyspermy in eggs fertilized by natural mating of Xenopus laevis,10.1016/0012-1606(82)90335-9
Biological effects of electric and magnetic fields associated with ELF communications systems,10.1109/proc.1980.11588
Magnetic field effects in biology,10.1007/bfb0107935
Effect of magnetic field on tumor immune responses in mice,10.1038/195662a0
New insights into galvanotaxis and other directed cell movements,10.1515/znc-1990-11-1226
Non -thermal resonant effects of 42 GHz microwaves on the growth of yeast cell cultures,10.1007/978-3-642-69186-7_4
Effects of static magnetic field on some pathogenic microor ganisms,10.1002/bem.20015
Microwave induced acoustic effects in mammalian auditory  systems and physical materials,10.1111/j.1749-6632.1975.tb35996.x
Nonlinear respopnse of biophoton emission to external perturbations,10.1007/bf01947994
Effects of 50 msec,10.1017/s095439450606011x
The spectra of mitogenetic radiation of muscles as  an indication of the dynamic molecular organization of sacroplasma,10.1007/bf00810720
Relationship between mitogenetic radiation and unbalanced molecular organization of hepatic cells and the vagus stimulation,10.1007/bf00831007
A historical review of the problem of mito genetic radiation,10.1007/bf01953301
Patterns of junctional communication in the  early amphibian embryo,10.1038/311149a0
Enzyme activity in high magnetic fields,10.1038/213072a0
A quantitative study of reactions to electricity in Amoeba proteus,10.1086/physzool.5.4.30151182
On the cyclotron resonance mechanism for magnetic field effects on transmembrane ion conductivity,10.1002/bem.2250090408
Very low magnetic fields,10.1063/1.1683429
Effects of low level,10.1016/b978-0-12-184050-1.50022-4
Regeneration of rat sciatic nerves in silicon tubes: characterization of the response to low intensity d.c. stimulation,10.1016/0306-4522(94)90047-7
Effects on nervous tissue of exposure to electromagnetic fields,10.1007/978-1-4613-2789-9_5
Enviro nmental magnetic fields inhibit the antiproliferative action of tamoxifen and melatonin in a human breast cancer cell line,10.1002/(sici)1521-186x(1997)18:8<555::aid-bem4>3.0.co;2-1
Endogenous electric cu rrents and polarized growth of fungal hyphae,10.1515/znc-1990-3-427
Effects of small amounts of electric current a t the cellular level,10.1111/j.1749-6632.1974.tb26798.x
Effects of electric fields on fibroblast contractility and cytoskeleton,10.1002/jez.1402530206
On relations of symmetry in transplanted limbs,10.1002/jez.1400320102
The effects of electrical stimulation on peripheral nerve regeneration,10.1016/j.biomed.2011.10.006
Pulse shape distortion by tissue,10.3109/15368378709027730
The earth currents in relation to response of the catfish,10.2183/pjab1912.8.478
The epidemiology of electric and magnetic field exposures in the power frequency range and reproductive outcomes,10.1111/j.1365-3016.1992.tb00761.x
Intercalary regener ation in imaginal wing disk of   Drosophila  melanogaster,10.1038/259659b0
Faunal extinctions and reversals of the earth's magnetic field,10.1130/0016-7606(1971)82[2433:fearot]2.0.co;2
Enhanced hypnotic suggestibility following application of burst -firing magnetic fields over the right temporoparietal lobes: a replication,10.3109/00207459609070838
Effects of extremely low frequency electromagnetic field (EMF) on co llagen type I mRNA expression,10.1002/(sici)1521-186x(1998)19:4<222::aid-bem4>3.0.co;2-3
A new physical method of creating chromosomal aberrations,10.1038/183905a0
Influe nce of extremely low frequency electromagnetic fields on the swimming behavior of ciliates,10.1002/(sici)1521-186x(1997)18:7<491::aid-bem4>3.0.co;2-y
Communication in bird flocks: an electromagnetic model,10.1016/j.cub.2020.01.013
Increased skin flap survival in rats subjected to low frequency electromagnetic fields,10.1109/isemc2.1984.7568091
Positional information and pattern regulation in hydra: formation of boundary region following axial grafts,10.1242/dev.30.3.701
Ultraweak photoemission from dark- adapted leaves and isolated chloroplasts,10.1016/0014-5793(90)81454-v
Electropotentials of plant cells,10.1146/annurev.pp.24.060173.000325
The direction of growth of differentiated neurons and myoblasts from frog embryos in an applied electric field,10.1113/jphysiol.1981.sp013695
Morphological effect ofelectromagnetic stimulation on the skeleton of fetal or newborn mice,10.3109/17453678209158548
Synergistic effects of ionizing radiation and 60 Hz magnetic fields,10.1002/bem.2250140606
Enhanced responsiveness to parathyroid hormone and induction of functional differentiation of cultured costal chondrocytes by a pulsed electromagnetic field,10.1016/0167-4889(87)90054-1
Environmental magnetic fields change complementary DNA synthesis in cell -free systems,10.1002/(sici)1521-186x(1996)17:4<322::aid-bem8>3.0.co;2-5
Induction of c -fos gene expression by exposure to a static magnetic field in HeLaS3 cells,10.1002/bem.21857
Brief exposures to weak  static magnetic field during early embryogenesis cause cuticular patte rn abnormalities in Drosophila  larvae,10.1088/0031-9155/37/5/011
Magnetic field effect on photosynthetic reactions,10.1007/978-3-642-71526-6_13
Mitogenetic radiation,10.1038/216169a0
Magnetic field effects on biomolecules,10.1016/0303-2647(95)01555-y
Bees in an electric field,10.1126/science.aag0578
Electric currents around growing trichoderma hyphae before and after autoinduction of conidiation,10.1104/pp.74.4.912
Endogenous electrical currents and the resultant voltage gradients in the chick embryo,10.1016/0012-1606(90)90062-n
The neural tube of the Xenopus  embryo maintains a potential difference across itself,10.1016/0165-3806(91)90030-m
Evidence of a role for endogenous electric fields in chick embryo development,10.1242/dev.114.4.985
Endogenous electrical currents and voltage gradients in Xenopus e mbryos   and the consequences of their disruption,10.1006/dbio.1994.1357
Gap junctional communication and neoplastic transformation,10.1093/carcin/14.5.1001
The effects of direct -current electricity on the development of Strongylocentrotus purparatus  embryos,10.15368/theses.2018.87
Biophysical approach toward tumor regression in mice,10.1126/science.130.3372.388
Mutagenic effects of high- strength electric fields,10.21236/ada329437
Steady ionic currents around pea root tips: the effects of tissue  wounding,10.2307/1541650
Difference in electrical potential in developing eggs,10.1152/ajplegacy.1904.12.3.241
Studies on the correlation between metabolic gradients,10.2307/1536578
Trapped fingers and amputated finger tips in children,10.1016/s0022-3468(74)80220-4
Measurement of electrical currents emerging du ring the regeneration of amputated fingertips in children,10.1088/0143-0815/1/1/007
Super- high sensitivity systems for detection and spectral analysis of ultraweak photon emission from biological cells and tissu es,10.1007/bf01953302
Effects of a magnetic field on sarcoma 37 ascites tumor cells,10.1038/1901019a0
Experiments on the influence of electric current upon growing nerve cell processes in vitro,10.1111/j.1748-1716.1947.tb00413.x
Growth rate and mitotic index analysis of Vicia faba  L. roots exposed to 60 Hz Electric fields,10.1002/bem.2250060309
Locomotor response of five species of ciliates to magnetic and electrical stimuli in varied chemical environments,10.1007/978-3-642-67734-2_18
Perm eability of a nuclear membrane,10.1038/2191205a0
Electrical characteristics of Triturus  egg cells during cleavage,10.1085/jgp.49.5.1019
Ionic  communication between early embryonic cells,10.1016/0012-1606(69)90062-1
Space -time distribution of normal and pathological human skin dielectric properties in the mil limeter wave range,10.3109/15368379409030695
Direct correlation of human skull vault thickness with geomagnetic intensity in some Northern hemisphere populations,10.1016/0047-2484(79)90081-2
Evolution of human brain size and paleolithic culture in the Northern hemisphere: relation to geomagnetic intensity,10.3109/15368378209040327
Electrical properties of toad oocytes during maturation and activation,10.1111/j.1440-169x.1981.00089.x
Test of magnetic sensitivity in three different biological systems,10.1269/jrr.19.287
Are the stray 60 -Hz electromagnetic fields associated with the distribution and use of electric power a significant cause of cancer?,10.1073/pnas.89.8.3508
A new approach to cancer: oncogenic recrystallization and translocation with amplitude modulated magnetic resonance,10.1016/s0010-4655(01)00207-7
An initial physical mechanism in the treatment of neurologic disorders with externally applied picoTesla magnetic fields,10.1080/01616412.1995.11740303
Dielectric measurements on live biological materials under magnetic resonance conditions,10.1007/bf01857969
On the centripetal course of development,10.1016/b978-0-12-395541-8.50010-0
A uniform current model of the endogenous curren t in an egg,10.1016/0022-5193(74)90134-9
Local cation entry and self -electrophoresis as an intracellular localization mechanism,10.1111/j.1749-6632.1974.tb26805.x
Electrical controls of development,10.1146/annurev.bb.06.060177.002305
Electrical currents through the developing Fucus egg,10.1073/pnas.56.4.1102
Control of development by Ionic currents,10.1126/science.233.4768.1103-a
Developmental Currents,10.4324/9780429288975-6
Fast block to polyspermy in sea urchin eggs iselectrically mediated,10.1038/261068a0
Studies of the voltage -dependent polyspermy block using cross -species  fe rtilization of amphibians,10.1016/0012-1606(83)90362-7
Electrical regulation of sperm -egg fusion,10.1146/annurev.ph.48.030186.001203
Interce llular communication and growth III: thyroid cancer,10.1159/000437263
Electromagnetic fields and cancer in children,10.1080/02564602.1997.11416664
Reduction of the current of injury leaving the amputation inhibits limb regeneration in the red spotted newt,10.1006/dbio.1996.0216
Weak extremely low -frequency magnetic fields and regeneration in the planarian,10.1002/bem.2250160206
Weak extremely low frequency magnetic field- induced regeneration anomalies in the planarian,10.1002/(sici)1521-186x(1996)17:6<467::aid-bem6>3.0.co;2-1
Weak ELF magnetic field effects on hippocampal rhythmic slow activity,10.1006/exnr.1998.6902
Biological influence of ultraweak suposedly EM radiation from organisms mediated through water,10.3109/15368379609012879
Magnetic field effects on calcium efflux and insulin secretion in isolated rabbit islets of Langerhans,10.1002/bem.2250040110
Amplification,10.1007/springerreference_91118
PEMF effects on differentiation and division in murine melanoma cells are mediated directly through cAMP,10.1016/j.placenta.2016.06.139
Effect of magnetic field on chick morphogenesis,10.1111/j.1432-0436.1978.tb00943.x
Development of chick embryos in 1 Hz to 10 kHz magnetic fields,10.1007/bf01211737
Effects of 100 -Hz magnetic fields with various waveforms on the development of chick embryos,10.1007/bf01209686
Mu tation frequency in Salmonella  exposed to weak 100 -Hz magnetic fields,10.1111/j.1601-5223.1986.tb00527.x
frequency sensitive biochemical reactions,10.1016/0301-4622(76)80071-3
Pattern regulation in  isolated halves and blastomeres of early Xenopus laevis,10.1242/dev.74.1.221
Electrical activity of biomembranes and vectorization of intracellular  processes,10.3109/15368379409030709
Genetic effects of strong magnetic fields in Drosophila melanogaster : homogenous fields ranging from 13 kG to 37 kG,10.1002/em.2860010409
Orientation to uniform electric fields in the stingray Urolophus halleri : sensitivity of response,10.1007/978-94-017-3450-9_20
Electro -reception in sharks and rays,10.1038/2121232b0
Electric and magnetic field detection in Elasmobranch fishes,10.1126/science.7134985
Optimal condition of pulsed electromagnetic fields for the enhancement of cell growth in culture,10.1111/j.1067-1927.2004.0abstractbu.x
The induction of cellular orientation by low -level electrical currents,10.1111/j.1749-6632.1974.tb26810.x
Pattern generation and regeneration Malacinski and Bryant,10.1086/414211
Evidence for the involvement of nitric oxide and nitric oxide synthase in the modulation of opioid -induced antinociception and the inhibitory effects of exposure to 60 Hz magnet ic fields in the land snail,10.1016/s0006-8993(98)00844-0
Emerging issues in extremely low frequency electric and magnetic field health research,10.1016/s0013-9351(86)80064-0
EMF  and current cancer concepts,10.1002/(sici)1521-186x(1996)17:5<339::aid-bem1>3.0.co;2-4
Magnets interfere with pigeon homing,10.1073/pnas.68.1.102
Non -thermal resonant acti on of millimeter microwaves on yeast growth,10.1007/978-1-4613-2789-9_4
Sensitivity to artificial magnetic fields and avoiding reaction,10.1038/nphoton.2015.172
Elect rical field effects on crushed nerve regeneration,10.1016/0014-4886(92)90112-4
Cytogenetic effects of pulsing electromagnetic field on human lymphocytes in vitro : chromosome aberrations,10.1016/0027-5107(91)90041-l
The electrotactic response of zoospores of several species of Phytophthora  fungi,10.1094/phyto-64-500
Effect of Electromagnetic and Magnetic Fields on the Central Nervous  System,10.1007/978-1-4684-8352-9_14
Some possible effects of static magnetic fields on cancer,10.1201/9781315221540-16
The growth of yeast in a magnetic field,10.1128/jb.35.2.109-122.1938
N -Methyl -N'-nitro -N-nitrosoguanidine -induced light -emission in Chinese hamster cell cultures,10.1016/0165-7992(92)90011-6
Effects of direct current on renal function,10.1007/bf00310159
Birds,10.1126/science.320.5884.1691d
Magnetite biomineralization and geomagnetic sensitivity in higher animals,10.1002/bem.2250100304
Magnetite Biomineralization in Human Tissues,10.1073/pnas.89.16.7683
Checking bone healing by means of conductance measurements,10.1515/zpch-1983-01128
ion currents and membrane domains in the cleaving Xenopus  egg,10.1083/jcb.97.6.1753
The cetacean geomagnetic travel strategy,10.1007/978-3-642-71526-6_34
The teratog enicity of low- level magnetic fields in the developing chick embryo,10.1081/jbc-120020357
Heart attacks and geomagnetic activity,10.1038/281564a0
Examination of the development of chicken embryos following exposure to magnetic fields,10.1016/0300-9629(93)90261-2
Changes in the motion pattern of Paramecium caudatum under the influence of a static magnetic field,10.1529/biophysj.105.071704
Magnetic fields in biology,10.1063/1.3034587
Behavioral changes in human subjects associated with ELF electric fields,10.1007/978-1-4684-9004-6_4
Human evolution and geomagnetism,10.1179/009346978791489583
Bursts of magnetic fields induce jumps of misdi rection in bees by a mechanism of magnetic resonance,10.1007/bf00606116
Effects of low intensity UHF radio fields as a function of frequency,10.3758/bf03327872
Influence of geomagnetic field altrerations on electric retinal potentials and dark adaptation in humans,10.1007/978-3-642-71526-6_18
Possible link to cancer fuels debate regarding effects of magnetic fields,10.1016/b978-0-444-52272-6.00207-5
The non -thermal effect of millimeter wave radiation on th e puffing on giant chromosomes,10.1109/euma.1983.333298
Sinusoidal 60 Hz electromagnetic fields failed to induce changes in protein synthesis in E. coli,10.1002/bem.2250150403
Effects of electromagnetic fields on fecundity in the chicken,10.1111/j.1749-6632.1975.tb36013.x
Stochastic resonance as a possible mechanism of amplification of weak electric signals in living cells,10.1002/bem.2250150607
Extracellula r electrical currents in the chick blastoderm,10.2307/1541659
Influence of constant magnetic fields on the regeneration of the tail in amphibian larvae,10.1139/z87-070
Detection of extracellular calcium gradients with a calcium -specific vibrating electrode,10.1083/jcb.110.5.1565
Geomagnetic activity and the severit y of the migraine attack,10.1111/j.1526-4610.1987.hed2702087.x
Bioelectrical properties of intact and regenerating earthworms Eisenia foetida,10.1086/physzool.28.4.30152195
A possible explanation for th e effect of magnetic fields on biological systems,10.1038/211968a0
No effect of 60 Hz electromagnetic fields on MYC or beta -actin expression in human leukemic cells,10.2307/3579230
General adaptation syndrome and magnetostatic field: effects on sleep and   delayed reinforcement of low rate,10.1080/00223980.1978.9915945
Magnetostatic field effect: stress syndrome pattern and functional relation with intensity,10.1080/00223980.1986.10545256
Influence of 50 -Hz magnetic fields and ionizing radiation o n cjun and c-fos oncoproteins,10.1002/(sici)1521-186x(1998)19:2<112::aid-bem9>3.0.co;2-4
Spatial learning defecit in the rat after exosure to a 60 Hz magnetic field,10.1002/(sici)1521-186x(1996)17:6<494::aid-bem9>3.0.co;2-z
Acute exposure to a 60 Hz magne tic field increases DNA strand breaks in rat brain cells,10.1002/(sici)1521-186x(1997)18:2<156::aid-bem8>3.0.co;2-1
Acute exposure to a 60 Hz magnetic field affects rats' water- maze performance,10.1002/(sici)1521-186x(1998)19:2<117::aid-bem10>3.0.co;2-n
Intracerebroventricular injection of Mu - and Delta -opiate receptor antagonists block 60 Hz magnetic field -induced decreases in cholinergic activity in the frontal cortex and hippocampus of the rat,10.1002/(sici)1521-186x(1998)19:7<432::aid-bem5>3.0.co;2-2
L'action sur les etres vivants des circuits oscillants captant les ondes cosmiques,10.1038/105161a0
Explication des effets therapeutiques des circuits oscillants ouverts sur l'organisme des etres vivants,10.1016/0302-4598(74)80026-7
Abnormal limb regeneration in adult newts exposed to a pulsed electromagnetic field,10.1002/tera.1420420205
A theoretical basis for self -electrophoresis,10.1016/0022-5193(81)90241-1
A study of instability to electrical symmetry breaking in unicellular systems,10.1016/0022-5193(82)90220-x
Electric enhancement of bone healing,10.1126/science.175.4026.1118
Nonlinear wave mechanisms in interactions between excitable tissue and electromagnetic fields,10.1080/01616412.1982.11739619
Studying electric field effects on embryonic myocytes,10.2144/97234rr02
Genetics,10.1007/978-3-642-36172-2_200485
Embryonic development and earth's MF,10.1007/bf01059486
Magnetic parametric resonance in biosystems,10.1016/0304-8853(87)90282-4
A report on new recent experiments on the biologic effects of magnetic fields,10.1148/35.3.307
Low frequency electromagnetic fields inhibit cell proliferation in chick embryo cochleovestibular ganglion,10.1007/bf03182703
Biological Effects of Electromagnetic Fields,10.1007/s10669-005-4267-9
Cytogenetic variations induced with a magnetic probe,10.1038/2091009a0
Mor phogenesis as influenced by locally administered magnetic fields,10.1016/s0006-3495(67)86589-5
A new teratogenic agent applied to amphibianembryos,10.1242/dev.21.1.23
Anodal inhibition of the regeneration of Tubularia crocea  within an electric current,10.2307/1535821
"""DC and AC magnetic field effects on early sea -urchin  developmen t""",10.1002/bem.2250160405
International Society of  Subtle Energy and Energy Medicine Journal,10.1211/fact.1997.00094
AC magnetic field  effects on early sea urchin development,10.1006/enrs.1996.3692
DC magnetic field  effects on early sea urchin development,10.1006/enrs.1996.3692
Magnetic field effects on spatial discrimination and melatonin levels in mice,10.1016/0031-9384(95)00094-y
A Pulsed electrical stimulation technique for inducing bone growth,10.1111/j.1749-6632.1974.tb26814.x
Inducing bone growth in vivo by pulse stimulation,10.1097/00003086-197210000-00032
Alternating magnetic fields enhance DNA synthesis in fibroblastic cells,10.1017/s0305004100077690
Relative response to ELF magnetic fields in malignant and normal cell cultures,10.1002/(sici)1521-186x(1998)19:5<300::aid-bem4>3.0.co;2-5
Search for ion -cyclotron resonance in an Na+-transport system,10.1002/bem.2250120203
Calcium signaling in lymphocytes and ELF fields,10.1016/0014-5793(92)80209-y
Photon emission of phagocytes in relation to stress and disease,10.1007/bf01947995
Relation between the electr ical conductivity of the external medium and the rate of cell division in sea  urchin eggs,10.1085/jgp.5.6.807
Conditions of activation of unfertilized starfish eggs by  electric current,10.2307/1536585
The microwave auditory phenomenon,10.1109/proc.1980.11583
Transient gene expression in electroporated protoplasts and intact cells of sugar beet,10.1007/bf00014185
Intracellular calcium oscillations induced in a T -cell line by a weak 50 Hz magnetic field,10.1002/jcp.1041560223
Influence of high magnetic fields on meiosis,10.1007/bf01921889
The mechanism of object location in Gymnarchus niloticus  and similar fishes,10.1242/jeb.35.2.451
On the function and evolution of electric organs in fish,10.1242/jeb.35.1.156
Amplitude windows and transiently augmented trans cription from exposure to electromagnetic fields,10.1002/bem.2250110406
Spatial and temporal coherence affects the response of biological systems to electromagnetic fields,10.1201/b11257
The role of temporal sensing in bioelectromagnetic effects,10.1002/(sici)1521-186x(1997)18:5<388::aid-bem6>3.0.co;2-z
Bioeffects induced by exposure to microwaves are mitigated by superposition of ELF Noise,10.1002/(sici)1521-186x(1997)18:6<422::aid-bem4>3.0.co;2-4
An identifiable molluscan neuron responds to changes in earth -strength magnetic fields,10.1242/jeb.161.1.1
Recent studies in the behavioral toxicology of ELF electric and magnetic fields,10.1007/978-1-4613-2099-9_25
Intercellular commun ication and control of tissue growth: lack of communication between cancer cells,10.1038/2091248a0
ESR Investigations on tis sue growth,10.13005/bbra/1709
Lunar -modulated geomagnetic orientation by a marine mollusk,10.1126/science.3798115
An identifiable mollus can neuron responds to changes in earth -strength magnetic fields,10.1242/jeb.161.1.1
Acquisition of magnetic directional preference in hatchling loggerhead sea turtles,10.1242/jeb.190.1.1
Proceedings of the National Academy of  Sciences,10.1093/besa/14.2.138b
Shielding effect of materials in the ULF,10.1007/bf01804610
Reversibility of morphogenetic processes in Bursaria,10.1002/jez.1400240102
Electrical control of organic polarity in the egg of Fucus,10.1086/333252
Experimental control of organic polarity by the electric c urrent I,10.1002/jez.1400410203
Experimental control of organic polarity by the electric current II,10.1002/jez.1400410203
Experimental control of organic polarity by t he electric   current III,10.1002/jez.1400410203
Experimental control of organic polarity by the electric  current IV,10.1002/jez.1400410203
Experimental control of org anic polarity by the electric  current V,10.1002/jez.1400410203
Electric correlation potentials in the leaf of Bryophyllum,10.1007/bf01618809
Changes in cell shape and actin   distribution induced by constant electric fields,10.1038/303061a0
Voltage clamp studies of   fertilization in sea urchin eggs,10.1016/0012-1606(88)90294-1
Frequency and amplitude dependence of electric field interactions: electrokinetic s and biosynthesis,10.1007/978-1-4899-1968-7_8
Electrophysiological properties of the early blastoderm of the chick,10.1002/jez.1400620204
Weak low frequency electromagnetic fields anc chick embryogenesis,10.1103/physreva.43.1039
Recherches sur les radiations mitogenetiques,10.4267/2042/67305
Action de champ magnetique sure le development des tumeurs experimentale chez Pelargonium zonale,10.1016/s0044-328x(82)80151-7
Correlation between heart attacks and magnetic activity,10.1038/277646a0
Enzyme -substrate reactions in high magnetic fields,10.1016/s0006-3495(65)86751-0
The effects of implantation of embryonic and tadpole tissues into adult frog li mbs,10.1002/jez.1401430102
Evidence of morphological and physiological transformation  of mammalian cells by strong magnetic fields,10.1126/science.982046
Search for influence of 1.5 Tesla magnetic field on growth of yeast cells,10.1002/bem.2250150602
Electron spin r esonance in surviving rat tissues,10.1038/210588a0
Ultraweak luminescence  of various organisms,10.1142/9789814439671_0010
Effect of a low -frequency el ectric field on cell division in mice tissues,10.1007/bf00810333
Effects of 9.4 GHz microwave exposure on meiosis in mice,10.1007/bf01964370
Faunal extin ctions and reversals of the earth's magnetic field: discussion,10.1130/0016-7606(1972)83[2211:fearot]2.0.co;2
Electrical currents through a cell stimulated by a spatially non -uniform elec tric field,10.1515/zna-1975-0915
Frequency and concentration windows for the electric a ctivation of a  membrane active transport system,10.1016/s0006-3495(91)82345-1
Weak pulsing sinusoidal and DC magnetic fields affect myosin phosphorylation in a cell -free preparation,10.1109/iembs.1992.5760976
Biological effects ofextremely low frequency electric and magnetic fields: a review,10.1109/13.85082
Different outcomes in biological experiments involving weak EMFs : is chaos a possible explanation?,10.1152/ajpregu.1995.268.4.r1013
Frequency and concentration windows for the electric activation of a membra ner active transport system,10.1016/s0006-3495(91)82345-1
Mitotic delay in the slime mold Physarum polycephalum  induced by low intensity 60 and 75 Hz EM fields,10.1038/254066a0
Effects of weakelectromagnetic fields on Physarum polycephalum : mitotic delay in heterokaryons and decreased respiration,10.1007/bf01936976
Cell surface effect of 60 Hz electromagnetic fields,10.2307/3575877
Effects of sinusoidal 60 -Hz electric and magnetic fields in ATP and Oxygen levels in the slime mold,10.1002/bem.2250070307
Low frequency electric and magnetic fields have different effects on the cell surface,10.1016/0014-5793(88)80631-8
The orientation of pollen tubes of Vinca in the electric current,10.1002/jcp.1030250305
In vitro  control of growing chick nerve fibers by applied electric curr ents,10.1002/jcp.1030270303
Effect of transverse direct current fields upon regenerating Dugesia tigrina,10.1002/jcp.1030400103
The effect of AC field frequency on the regeneration axis of Dugesia tigrina,10.1006/eesa.2002.2227
Studies on the electrical potentials of living organisms,10.1109/ee.1936.6539432
Schwan equation and transmembrane potential induced by alternating electr ic field,10.1016/s0006-3495(90)82447-4
Magnetic fields and time dependent effects on development,10.1002/bem.2250090410
Development of chicken embryos following exposure to 60 Hz magnetic fields  with differing waveforms,10.1002/bem.2250130306
Magnetic field effects on activity and aging in honeybees,10.1007/bf00610436
Elec tric currents may guide development,10.1126/science.7193352
Magnetic field desensitizes 5 -HT(1B) receptor in brain: pharmacological and functional studies,10.1016/s0006-8993(99)02486-5
Effect of a strong magnetostatic field on proliferation of duodenal epithelial cells in mice,10.1080/00365521.1984.12005762
Electrical polarity in the hydroids,10.1152/ajplegacy.1903.8.4.294
A Model of phase modulation of high frequency oscillations of a nucleoid for the effect of weak static and alternating magnetic fields on E. Coli  Cells,10.1134/s0006350909060141
Bioelectrochem.  Bioenerget.,10.1016/j.bioelechem.2018.07.012
Critical aspects of human versus terrestrial electromagnetic symbiosis,10.1007/bf01088657
The behavior of frog eggs in an electrical field,10.1126/science.78.2014.107
The effect of magnetic fluct uation on bean rhythms,10.1038/458948f
The ontogeny of  trans -epidermal potential differences in frog embryos,10.1016/0012-1606(82)90382-7
On the mechanism of oriented myoblast differentiation in an applied electric field,10.2307/1541664
Nerve guidance: a role for bioelectric fields?,10.1016/0301-0082(88)90031-7
Dynamic aspects of amphibian neurite growth and the effects  of an applied electric field,10.1113/jphysiol.1986.sp016105
Spinal neurite reabsorption and regrowth in vitro  depend on the polarity of an applied elec tric field,10.1242/dev.100.1.31
The Effects of melanocortins and electrical fields on neuronal growth,10.1016/0014-4886(92)90165-m
Raised cyclic -AMP and a small applied electric field influence differentiation,10.1006/dbio.1993.1177
Nerve growth and nerve guidance in a physiological electric field,10.1002/(sici)1097-0177(200003)217:3<299::aid-dvdy8>3.0.co;2-g
Neurotrophins enhance electric field -directed gro wth cone guidance and directed nerve branching,10.1002/(sici)1097-0177(200003)217:3<299::aid-dvdy8>3.0.co;2-g
Low magnetic field effects on embryonic bone growth,10.5694/j.1326-5377.1948.tb27879.x
Application of weak electric field to the hindpaw enhances sciatic motor nerve regeneration in the adult rat,10.1016/0006-8993(87)90911-5
Applied electrical fields pola rize the growth of mycelial fungi,10.1099/00221287-132-9-2515
Electric fields in newt limb stumps,10.1016/0012-1606(86)90055-2
Weak electric and magnetic fields in fish orientation,10.1111/j.1749-6632.1971.tb13103.x
