Title,DOI,URL
Cocaine withdrawal and neuro-adaptations in ion channel function,10.1007/bf02700626,NA
A gynandromorph of Culiseta morsitans,10.2987/8756-971x(2007)23[340:agocm]2.0.co;2,NA
"Epithelial to mesenchymal transition: expression of the regulators snail, slug, and twist in pancreatic cancer",10.1158/1078-0432.ccr-06-2926,NA
Right-handed snakes: convergent evolution of asymmetry for functional specialization,10.1098/rsbl.2006.0600,https://europepmc.org/articles/pmc2375934?pdf=render
Multiple mechanosensory modalities influence development of auditory function,10.1523/jneurosci.4188-06.2007,https://www.jneurosci.org/content/jneuro/27/4/782.full.pdf
Zebrafish short fin mutations in connexin43 lead to aberrant gap junctional intercellular communication,10.1016/j.febslet.2007.06.030,https://europepmc.org/articles/pmc2044562?pdf=render
Emergence of symmetry breaking in fucoid zygotes,10.1016/j.tplants.2007.04.007,NA
Modeling homeoprotein intercellular transfer unveils a parsimonious mechanism for gradient and boundary formation in early brain development,10.1016/j.jtbi.2007.07.026,NA
Alteration of estrogen-regulated gene expression in human cells induced by the agricultural and horticultural herbicide glyphosate,10.1177/0960327107083453,https://journals.sagepub.com/doi/pdf/10.1177/0960327107083453
Right-elevated expression of charon is regulated by fluid flow in medaka Kupffer's vesicle,10.1111/j.1440-169x.2007.00937.x,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1440-169X.2007.00937.x
Learning multiple layers of representation,Doi 10.1016/J.Tics.2007.09.004,NA
"Left-sided embryonic expression of the BCL-6 corepressor, BCOR, is required for vertebrate laterality determination",10.1093/hmg/ddm125,https://academic.oup.com/hmg/article-pdf/16/14/1773/6951647/ddm125.pdf
A do-it-yourself quantum eraser,10.1038/scientificamerican0507-90,NA
Role of Kir4.1 channels in growth control of glia,10.1002/glia.20574,https://europepmc.org/articles/pmc2040118?pdf=render
Deciphering the signaling events that promote melanoma tumor cell vasculogenic mimicry and their link to embryonic vasculogenesis: role of the Eph receptors,10.1002/dvdy.21190,NA
Re-expression of a developmentally restricted potassium channel in autoimmune demyelination: Kv1.4 is implicated in oligodendroglial proliferation,10.2353/ajpath.2007.061241,http://ajp.amjpathol.org/article/S000294401061992X/pdf
In vitro exposure to 0.57-MHz electric currents exerts cytostatic effects in HepG2 human hepatocarcinoma cells,10.3892/ijo.30.3.583,https://www.spandidos-publications.com/ijo/30/3/583/download
Reprogramming metastatic tumour cells with embryonic microenvironments,10.1038/nrc2108,NA
Asymmetric innervation of the habenula in zebrafish,10.1002/cne.22777,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cne.22777
KCNE beta subunits determine pH sensitivity of KCNQ1 potassium channels,10.1159/000099189,https://www.karger.com/Article/Pdf/99189
Mapping ATP-binding cassette transporter gene expression profiles in melanocytes and melanoma cells,10.1097/cmr.0b013e3282a7e0b9,NA
The thermodynamics of general anesthesia,10.1529/biophysj.106.099754,http://www.cell.com/article/S0006349507711244/pdf
The use of the Xenopus oocyte as a model system to analyze the expression and function of eukaryotic heat shock proteins,10.1016/j.biotechadv.2007.03.003,NA
Excitotoxic mechanisms in stroke: an update of concepts and treatment strategies,10.1016/j.neuint.2007.04.026,NA
Microarray profile of seizure damage-refractory hippocampal CA3 in a mouse model of epileptic preconditioning,10.1016/j.neuroscience.2007.09.020,https://europepmc.org/articles/pmc2268097?pdf=render
Embryogenesis and expression profiles of charon and nodal-pathway genes in sinistral (Paralichthys olivaceus) and dextral (Verasper variegatus) flounders,10.2108/zsj.24.137,NA
Characterization of novel genes expressed specifically in the sexual organs of the planarian Dugesia ryukyuensis,10.1387/ijdb.062267sh,https://ijdb.ehu.eus/article/pdf/062267sh
Liver regeneration stimulates tumor metastases,10.1016/j.jss.2006.06.024,NA
Oxygen producing biomaterials for tissue regeneration,10.1016/j.biomaterials.2007.07.003,NA
aPKC controls microtubule organization to balance adherens junction symmetry and planar polarity during development,10.1016/j.devcel.2007.02.011,http://www.cell.com/article/S1534580707000627/pdf
Large-scale analysis of ion channel gene expression in the mouse heart during perinatal development,10.1152/physiolgenomics.00163.2006,NA
Molecular regulation of visual system development: more than meets the eye,10.1101/gad.1504307,http://genesdev.cshlp.org/content/21/4/367.full.pdf
The metamorphic fate of supernumerary caudal vertebrae in South Asian litter frogs (Anura: Megophryidae),10.1111/j.1469-7580.2007.00757.x,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1469-7580.2007.00757.x
"Multiple-color optical activation, silencing, and desynchronization of neural activity, with single-spike temporal resolution",10.1371/journal.pone.0000299,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0000299&type=printable
Neuronal Competition and Selection During Memory Formation,10.1126/science.1139438,NA
Cdc2-mediated Schwann cell migration during peripheral nerve regeneration,10.1242/jcs.03322,NA
Social integration of robots into groups of cockroaches to control self-organized choices,10.1126/science.1144259,https://infoscience.epfl.ch/record/114099/files/Science_2007_with_supplementary.pdf
Automated real-time measurements of leukocyte chemotaxis,10.1016/j.jim.2006.12.005,https://europepmc.org/articles/pmc1934897?pdf=render
On the role of receptor-receptor interactions and volume transmission in learning and memory,10.1016/j.brainresrev.2007.02.004,NA
How repeatable are associations between polymorphisms in achaete-scute and bristle number variation in Drosophila?,10.1534/genetics.106.067108,https://europepmc.org/articles/pmc1855119?pdf=render
PhenomicDB: a new cross-species genotype/phenotype resource,10.1093/nar/gkl662,https://academic.oup.com/nar/article-pdf/35/suppl_1/D696/3802274/gkl662.pdf
Auxin transport is sufficient to generate a maximum and gradient guiding root growth,10.1038/nature06215,https://dspace.library.uu.nl/bitstream/handle/1874/23599/scheres_07-auxintransport.pdf?sequence=1&isAllowed=y
Differential immunohistochemical and biological profile of squamous cell carcinoma of the breast,10.5174/tutfd.2008.00650.2,https://doi.org/10.5174/tutfd.2008.00650.2
Patterns of somatic mutation in human cancer genomes,10.1038/nature05610,https://europepmc.org/articles/pmc2712719?pdf=render
Does direction of induced electric field or current provide a test of mechanism involved in nerve regeneration?,10.1002/bem.20331,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/bem.20331
Convergent extension and the hexahedral cell,10.1038/ncb438,NA
Dimensions of mind perception,10.1126/science.1134475,http://www.bio-nica.info/Biblioteca/Gray2007MindPerception.pdf
Targeting and readout strategies for fast optical neural control in vitro and in vivo,10.1523/JNEUROSCI.3578-07.2007,https://www.jneurosci.org/content/jneuro/27/52/14231.full.pdf
Mechanisms of photoswitch conjugation and light activation of an ionotropic glutamate receptor,10.1073/pnas.0701274104,https://europepmc.org/articles/pmc1904147?pdf=render
Optical switches and triggers for the manipulation of ion channels and pores,10.1039/b710287a,NA
Chemical wave based programming in reaction-diffusion systems,10.1007/s00354-020-00094-z,https://link.springer.com/content/pdf/10.1007/s00354-020-00094-z.pdf
Fluoxetine partly exerts its actions through GABA: a neurochemical evidence,10.1007/s11064-007-9357-2,NA
Myoblast proliferation and syncytial fusion both depend on connexin43 function in transfected skeletal muscle primary cultures,10.1016/j.yexcr.2007.01.012,NA
Iberian green frog tadpoles may learn to recognize novel predators from chemical alarm cues of conspecifics,10.1016/j.anbehav.2006.11.032,NA
Molecular basis of voltage dependence of connexin channels: An integrative appraisal,10.1016/j.pbiomolbio.2007.03.007,NA
"Spindle orientation, asymmetric division and tumour suppression in Drosophila stem cells",10.1038/nrg2103,NA
"Prolong QT interval and ""torsades de pointes"" associated with different group of drugs",10.1007/bf03259230,NA
The neural basis of decision making,10.1146/annurev.neuro.29.051605.113038,NA
New waves of discovery: modeling cancer in zebrafish,10.1200/jco.2006.08.9821,NA
Independent requirements for Hedgehog signaling by both the anterior heart field and neural crest cells for outflow tract development,10.1242/dev.02824,http://dev.biologists.org/content/134/8/1593.full.pdf
Bicoid by the numbers: quantifying a morphogen gradient,10.1016/j.cell.2007.06.036,http://www.cell.com/article/S0092867407008410/pdf
Micromechanical control of cell and tissue development: implications for tissue engineering,10.1016/j.addr.2007.08.014,NA
Osgood Schlatter syndrome,10.1097/MOP.0b013e328013dbea,NA
The theory of facilitated variation,10.1073/pnas.0701035104,https://europepmc.org/articles/pmc1876433?pdf=render
The vacuolar-ATPase inhibitor bafilomycin and mutant VPS35 inhibit canonical Wnt signaling,10.1016/j.nbd.2006.12.004,NA
Medicine and surgery of amphibians,10.1093/ilar.48.3.255,https://academic.oup.com/ilarjournal/article-pdf/48/3/255/6764159/ilar-48-3-255.pdf
Serotonin reuptake inhibitor-induced perinatal complications,10.2165/00148581-200709020-00003,NA
"Analysis and mapping of CACNB4, CHRNA1, KCNJ3, SCN2A and SPG4, physiological candidate genes for porcine congenital progressive ataxia and spastic paresis",10.1111/j.1439-0388.2007.00673.x,NA
"Chlorpyrifos, chlorpyrifos-oxon, and diisopropylfluorophosphate inhibit kinesin-dependent microtubule motility",10.1016/j.taap.2006.10.008,NA
Cdc42 regulates cofilin during the establishment of neuronal polarity,10.1523/JNEUROSCI.3322-07.2007,https://www.jneurosci.org/content/jneuro/27/48/13117.full.pdf
Retinal organization in the retinal degeneration 10 (rd10) mutant mouse: a morphological and ERG study,10.1002/cne.21144,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/cne.21144
Electroporation-mediated plasmid gene transfer in rat incisional wound,10.1016/j.jdermsci.2007.03.008,NA
Disease burden of adult lung cancer and ischaemic heart disease from passive tobacco smoking in China,10.1136/tc.2007.021477,https://europepmc.org/articles/pmc2807198?pdf=render
From the Golgi-Cajal mapping to the transmitter-based characterization of the neuronal networks leading to two modes of brain communication: wiring and volume transmission,10.1016/j.brainresrev.2007.02.009,https://iris.unipa.it/bitstream/10447/9980/1/2007%20Brain%20Res%20rev.pdf
The neural crest: understanding stem cell function in development and disease,10.1159/000100354,https://www.zora.uzh.ch/id/eprint/115997/1/100354.pdf
Electrical signals and their physiological significance in plants,10.1111/j.1365-3040.2006.01614.x,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1365-3040.2006.01614.x
Autonomy: A review and a reappraisal,10.1007/978-3-540-74913-4_46,http://cogprints.org/5779/1/Froese%2C_Virgo%2C_Izquierdo_07_-_Autonomy_-_a_review_and_a_reappraisal.pdf
Free-energy and the brain,10.1007/s11229-007-9237-y,https://link.springer.com/content/pdf/10.1007/s11229-007-9237-y.pdf
"Leech locomotion: swimming, crawling, and decisions",10.1016/j.conb.2008.01.006,https://europepmc.org/articles/pmc2323911?pdf=render
Do evolution and ecology need the Gaia hypothesis?,10.1016/j.tree.2007.07.007,NA
Positive feedback between Cdc42 activity and H+ efflux by the Na-H exchanger NHE1 for polarity of migrating cells,10.1083/jcb.200704169,https://rupress.org/jcb/article-pdf/179/3/403/1333422/jcb_200704169.pdf
Maladaptation and the paradox of robustness in evolution,10.1371/journal.pone.0001021,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0001021&type=printable
The emergence of neurotransmitters as immune modulators,10.1016/j.it.2007.07.005,NA
LRRTM1 on chromosome 2p12 is a maternally suppressed gene that is associated paternally with handedness and schizophrenia,10.1038/sj.mp.4002053,https://www.nature.com/articles/4002053.pdf
A pharmacological analysis of mice with a targeted disruption of the serotonin transporter,10.1007/s00213-007-0910-0,NA
Electrical alternans and hemodynamics in the anesthetized guinea pig can discriminate the cardiac safety of antidepressants,10.1016/j.vascn.2006.03.007,NA
The spark of life: the role of electric fields in regulating cell behaviour using the eye as a model system,10.1159/000097901,NA
Functional up-regulation of human leukocyte antigen class I antigens expression by 5-aza-2'-deoxycytidine in cutaneous melanoma: immunotherapeutic implications,10.1158/1078-0432.CCR-06-3091,https://iris.unife.it/bitstream/11392/2492569/1/Calabro-CCR2007.pdf
Chemical genetics: reshaping biology through chemistry,10.2976/1.2752600,https://europepmc.org/articles/pmc2639840?pdf=render
Type 2 diabetes-associated missense polymorphisms KCNJ11 E23K and ABCC8 A1369S influence progression to diabetes and response to interventions in the Diabetes Prevention Program,10.2337/db06-0966,https://diabetes.diabetesjournals.org/content/diabetes/56/2/531.full.pdf
Analysis of system structure-function relationships,10.1002/cmdc.200700153,NA
Leave it all behind: a taxonomic perspective of autotomy in invertebrates,10.1111/j.1469-185X.2007.00020.x,NA
Planar spindle orientation and asymmetric cytokinesis in the mouse small intestine,10.1369/jhc.7a7234.2007,https://europepmc.org/articles/pmc3957531?pdf=render
Predictive Modeling of Signaling Crosstalk during C. elegans Vulval Development,10.1371/journal.pcbi.0030092,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.0030092&type=printable
Executable cell biology,10.1038/nbt1356,NA
Electric field-induced polarization of charged cell surface proteins does not determine the direction of galvanotaxis,10.1002/cm.20227,NA
Brain of a white-collar worker,10.1016/S0140-6736(07)61127-1,NA
Sox10 has a broad expression pattern in gliomas and enhances platelet-derived growth factor-B--induced gliomagenesis,10.1158/1541-7786.mcr-07-0113,NA
The mother centriole plays an instructive role in defining cell geometry,10.1371/journal.pbio.0050149,https://journals.plos.org/plosbiology/article/file?id=10.1371/journal.pbio.0050149&type=printable
"Development of gastroschisis: review of hypotheses, a novel hypothesis, and implications for research",10.1002/ajmg.a.31578,NA
"The influence of cell mechanics, cell-cell interactions, and proliferation on epithelial packing",10.1016/j.cub.2007.11.049,http://www.cell.com/article/S0960982207023342/pdf
"Evidence for non-chemical, non-electrical intercellular signaling in intestinal epithelial cells",10.1016/j.bioelechem.2007.03.001,NA
Fluoxetine enhances cutaneous wound healing in chronically stressed Wistar rats,10.1097/01.ASW.0000262710.59293.6b,NA
New statistical methods enhance imaging of cameleon fluorescence resonance energy transfer in cultured zebrafish spinal neurons,10.1117/1.2745263,https://www.spiedigitallibrary.org/journals/journal-of-biomedical-optics/volume-12/issue-3/034017/New-statistical-methods-enhance-imaging-of-cameleon-fluorescence-resonance-energy/10.1117/1.2745263.pdf
The retinal ganglion cell axon's journey: insights into molecular mechanisms of axon guidance,10.1016/j.ydbio.2007.05.013,NA
Taxis equations for amoeboid cells,10.1007/s00285-007-0070-1,https://arxiv.org/pdf/q-bio/0601048
Robotic self-replication in a structured environment without computer control,10.1109/cira.2007.382902,NA
Transplantation of cultured adult porcine full-thickness retina,10.3727/000000007783464506,https://journals.sagepub.com/doi/pdf/10.3727/000000007783464506
Brain regeneration in anuran amphibians,10.1111/j.1440-169x.2007.00914.x,NA
Apoptosis: a review of programmed cell death,10.1100/tsw.2002.161,NA
"Homeostatic plasticity studied using in vivo hippocampal activity-blockade: synaptic scaling, intrinsic plasticity and age-dependence",10.1371/journal.pone.0000700,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0000700&type=printable
Glucocorticoids enhance the excitability of principal basolateral amygdala neurons,10.1523/JNEUROSCI.0680-07.2007,https://www.jneurosci.org/content/jneuro/27/16/4482.full.pdf
When the group denies individual nutritional wisdom,10.1016/j.anbehav.2006.12.022,NA
Metagenomics and biological ontology,10.1016/j.shpsc.2007.09.001,NA
Regulation of redox metabolism in the mouse oocyte and embryo,10.1242/dev.02744,NA
Epigenetic marking and neuronal plasticity,10.1016/j.biopsych.2007.04.037,NA
"Local serotonergic signaling in mammalian follicles, oocytes and early embryos",10.1016/j.lfs.2007.09.034,NA
Signaling pathways in cancer and embryonic stem cells,10.1007/s12015-007-0004-8,NA
Impact of Kir6.2 E23K polymorphism on the development of type 2 diabetes in a general Japanese population: The Hisayama Study,10.2337/db06-1709,NA
Engineering and characterization of an enhanced fluorescent protein voltage sensor,10.1371/journal.pone.0000440,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0000440&type=printable
Voltage-dependent dynamic FRET signals from the transverse tubules in mammalian skeletal muscle fibers,10.1085/jgp.200709831,http://jgp.rupress.org/content/jgp/130/6/581.full.pdf
"Positioning the extreme anterior in Xenopus: cement gland, primary mouth and anterior pituitary",10.1016/j.semcdb.2007.04.002,NA
Sodium channel blockade may contribute to the analgesic efficacy of antidepressants,10.1016/j.jpain.2006.10.001,NA
Forward and reverse hippocampal place-cell sequences during ripples,10.1038/nn1961,https://europepmc.org/articles/pmc2039924?pdf=render
FLUOXETINE modifies the expression of serotonergic markers in a differentiation-dependent fashion in the mesencephalic neural cell line A1 mes c-myc,10.1016/j.brainres.2007.01.076,NA
The regulation of ion channels and transporters by glycolytically derived ATP,10.1007/s00018-007-7332-3,NA
Bronchial epithelial spheroids: an alternative culture model to investigate epithelium inflammation-mediated COPD,10.1186/1465-9921-8-86,https://respiratory-research.biomedcentral.com/counter/pdf/10.1186/1465-9921-8-86
Development of pharmacoresistance to benzodiazepines but not cannabinoids in the hippocampal neuronal culture model of status epilepticus,10.1016/j.expneurol.2007.01.001,https://europepmc.org/articles/pmc2094113?pdf=render
Brief exposures to theta-burst magnetic fields impair the consolidation of food-induced conditioned place preference,10.1080/00207450500535834,NA
Case report of unilateral clefting: is sonic hedgehog to blame?,10.2350/06-03-0063,NA
Pain perception and electromagnetic fields,10.1016/j.neubiorev.2007.01.003,NA
Empirical multiscale networks of cellular regulation,10.1371/journal.pcbi.0030207,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.0030207&type=printable
LIF-mediated control of embryonic stem cell self-renewal emerges due to an autoregulatory loop,10.1096/fj.06-7852com,NA
Embryonic cardiac arrhythmia and generation of reactive oxygen species: common teratogenic mechanism for IKr blocking drugs,10.1016/j.reprotox.2007.04.005,NA
Mechanical properties and compositions of tissue engineered and native arteries,10.1007/s10439-006-9226-1,https://europepmc.org/articles/pmc2605789?pdf=render
Regulation of vacuolar proton pumping ATPase-dependent luminal acidification in the epididymis,10.1111/j.1745-7262.2007.00299.x,NA
Conditional targeted cell ablation in zebrafish: a new tool for regeneration studies,10.1002/dvdy.21100,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/dvdy.21100
Robust coding of flow-field parameters by axo-axonal gap junctions between fly visual interneurons,10.1073/pnas.0703697104,http://www.pnas.org/content/104/24/10229.full.pdf
Thoughts on the cultural evolution of man. Developmental imprinting and transgenerational effect,10.1016/b978-0-12-816363-4.00018-3,NA
Evolutionary selection pressure and family relationships among connexin genes,10.1515/bc.2007.028,NA
One-trial in vitro conditioning of hermissenda regulates phosphorylation of ser-122 of csp24,10.1196/annals.1415.012,NA
Early embryonic expression patterns of the mouse Flamingo and Prickle orthologues,10.1002/dvdy.21338,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/dvdy.21338
Evidence that ethanol acts on a target in Loop 2 of the extracellular domain of alpha1 glycine receptors,10.1111/j.1471-4159.2007.04680.x,NA
Top-down causation without top-down causes,Doi 10.1007/S10539-006-9028-8,NA
Energizing an invertebrate embryo: bafilomycin-dependent respiration and the metabolic cost of proton pumping by the V-ATPase,10.1086/518344,https://digitalcommons.lsu.edu/cgi/viewcontent.cgi?article=2446&context=biosci_pubs
Collective minds,445715a [pii] 10.1038/445715a,https://www.nature.com/articles/445715a.pdf
Maternal serotonin is crucial for murine embryonic development,10.1073/pnas.0606722104,https://europepmc.org/articles/pmc1713169?pdf=render
Control information theory: the ‘missing link’ in the science of cybernetics,https://doi.org/10.1002/sres.808,NA
Modeling the bicoid gradient: diffusion and reversible nuclear trapping of a stable protein,10.1016/j.ydbio.2007.09.058,https://europepmc.org/articles/pmc2789574?pdf=render
Relevance of combinatorial profiles of intermediate filaments and transcription factors for glioma histogenesis,10.1111/j.1365-2990.2007.00829.x,NA
Biophysical characterization of MDR breast cancer cell lines reveals the cytoplasm is critical in determining drug sensitivity,10.1016/j.bbagen.2006.12.002,https://openresearch.surrey.ac.uk/view/delivery/44SUR_INST/12139230060002346/13140473820002346
Paroxetine in the first trimester and the prevalence of congenital malformations,10.1002/pds.1463,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/pds.1463
A novel role for extracellular signal-regulated kinase in maintaining long-term memory-relevant excitability changes,10.1523/JNEUROSCI.3728-07.2007,https://www.jneurosci.org/content/jneuro/27/46/12584.full.pdf
"Controversies, genetics, diagnostic assessment, and outcomes relating to the heterotaxy syndrome",10.1017/S104795110700114X,NA
"Mitochondria, redox signaling and axis specification in metazoan embryos",10.1016/j.ydbio.2007.05.042,NA
Caspase-9 regulates apoptosis/proliferation balance during metamorphic brain remodeling in Xenopus,10.1073/pnas.0608877104,https://europepmc.org/articles/pmc1895979?pdf=render
"HEDGEHOG-GLI1 signaling regulates human glioma growth, cancer stem cell self-renewal, and tumorigenicity",10.1016/j.cub.2006.11.033,http://www.cell.com/article/S0960982206025140/pdf
Targeting virulence: a new paradigm for antimicrobial therapy,10.1038/nchembio.2007.24,NA
An innexin-dependent cell network establishes left-right neuronal asymmetry in C. elegans,10.1016/j.cell.2007.02.052,http://www.cell.com/article/S0092867407004515/pdf
Microfluidics for in vivo imaging of neuronal and behavioral activity in Caenorhabditis elegans,10.1038/nmeth1075,NA
Paroxetine-induced apoptosis in human osteosarcoma cells: activation of p38 MAP kinase and caspase-3 pathways without involvement of [Ca2+]i elevation,10.1016/j.taap.2006.11.012,NA
Mutations of KCNJ2 gene associated with Andersen-Tawil syndrome in Korean families,10.1007/s10038-006-0100-7,https://www.nature.com/articles/jhg200736.pdf
Zebrafish Bmp4 regulates left-right asymmetry at two distinct developmental time points,10.1016/j.ydbio.2007.03.001,NA
The cAMP response element binding protein (CREB) as an integrative HUB selector in metazoans: clues from the hydra model system,10.1016/j.biosystems.2006.09.014,NA
Involvement of chloride channels in TGF-beta1-induced apoptosis of human bronchial epithelial cells,10.1152/ajplung.00121.2007,NA
The 16 kDa subunit of vacuolar H(+)-ATPase is a novel sarcoglycan-interacting protein,10.1016/j.bbadis.2007.01.014,https://hal.archives-ouvertes.fr/hal-00562765/file/PEER_stage2_10.1016%252Fj.bbadis.2007.01.014.pdf
Syndromes and disorders associated with omphalocele (I): Beckwith-Wiedemann syndrome,10.1016/S1028-4559(07)60002-3,NA
UNC-1 regulates gap junctions important to locomotion in C. elegans,10.1016/j.cub.2007.06.060,http://www.cell.com/article/S0960982207016296/pdf
Nt mutation causing laterality defects associated with deletion of rotatin,10.1007/s00335-007-9023-7,NA
Radon exposure of the skin: II. Estimation of the attributable risk for skin cancer incidence,10.1088/0952-4746/27/3/R02,NA
Effects of applied DC electric field on ligament fibroblast migration and wound healing,10.1080/03008200701424451,http://orion.bme.columbia.edu/lulab/pdf/Chao_Effects-DC-Electric-Field_2007.pdf
Mesenchymal to epithelial transition in development and disease,10.1159/000101298,NA
Proteomic analysis of rat cortical neurons after fluoxetine treatment,10.1016/j.brainres.2006.12.008,NA
Morphogenesis defects are associated with abnormal nervous system regeneration following roboA RNAi in planarians,10.1242/dev.02794,NA
Regeneration and maintenance of the planarian midline is regulated by a slit orthologue,10.1016/j.ydbio.2007.05.006,https://europepmc.org/articles/pmc2148499?pdf=render
Regenerating the central nervous system: how easy for planarians!,10.1007/s00427-007-0188-6,NA
The melanocortin system in leukocyte biology,10.1189/jlb.0706426,NA
The use of light-emitting diodes to stimulate mitochondrial function and liver regeneration of partially hepatectomized rats,10.1590/s0100-879x2007000800006,https://www.scielo.br/j/bjmbr/a/hxjfcXjv5f4NwQK3pHLsxxk/?lang=en&format=pdf
"Tumor blood vessels, a difficult hurdle for infiltrating leukocytes",10.1016/j.bbcan.2007.07.005,NA
Tissue engineering of vascularized cardiac muscle from human embryonic stem cells,10.1161/01.res.0000257776.05673.ff,https://www.ahajournals.org/doi/pdf/10.1161/01.RES.0000257776.05673.ff
Evaluation of the effects of the marine toxin okadaic acid by using FETAX assay,10.1016/j.toxlet.2006.12.011,NA
Expression of the Voltage-Gated Sodium Channel NaV1.5 in the Macrophage Late Endosome Regulates Endosomal Acidification,10.4049/jimmunol.178.12.7822,https://journals.aai.org/jimmunol/article-pdf/178/12/7822/1231274/zim01207007822.pdf
"Wnt/Axin1/beta-catenin signaling regulates asymmetric nodal activation, elaboration, and concordance of CNS asymmetries",10.1016/j.neuron.2007.07.007,NA
Generation of cells committed towards the photoreceptor fate for retinal transplantation,10.1097/wnr.0b013e32815277c1,NA
Excitatory GABA action is essential for morphological maturation of cortical neurons in vivo,10.1523/jneurosci.5169-06.2007,https://www.jneurosci.org/content/jneuro/27/19/5224.full.pdf
Wound epidermis formation and function in urodele amphibian limb regeneration,10.1007/s00018-007-7433-z,NA
Plasticity of neuronal excitability: Hebbian rules beyond the synapse,10.3389/fnsyn.2010.00021,https://www.frontiersin.org/articles/10.3389/fnsyn.2010.00021/pdf
KCNQ channels are involved in the regulatory volume decrease response in primary neonatal rat cardiomyocytes,10.1016/j.bbamcr.2007.02.008,NA
Remembering the past and imagining the future: a neural model of spatial memory and imagery,10.1037/0033-295X.114.2.340,https://europepmc.org/articles/pmc2678675?pdf=render
Pycnogenol reduces talc-induced neoplastic transformation in human ovarian cell cultures,10.1002/ptr.2117,NA
Pancreatic innervation in mouse development and beta-cell regeneration,10.1016/j.neuroscience.2007.09.079,https://europepmc.org/articles/pmc2245866?pdf=render
Amphibians as animal models for laboratory research in physiology,10.1093/ilar.48.3.260,https://academic.oup.com/ilarjournal/article-pdf/48/3/260/6764163/ilar-48-3-260.pdf
The effect of induced biphasic pulsed currents on re-epithelialization of a novel wound healing model,10.1002/bem.20267,NA
The topological role of homeoproteins in the developing central nervous system,10.1016/j.tins.2007.03.010,NA
Mycobacterium marinum produces long-term chronic infections in medaka: a new animal model for studying human tuberculosis,10.1016/j.cbpc.2006.07.012,https://europepmc.org/articles/pmc2714049?pdf=render
Management of a delayed-union sesamoid fracture in a dancer,10.2519/jospt.2007.2472,NA
Isolation and culture of adult neurons and neurospheres,10.1038/nprot.2007.207,NA
Engineered bidirectional communication mediates a consensus in a microbial biofilm consortium,10.1073/pnas.0704256104,https://europepmc.org/articles/pmc2077251?pdf=render
Acute and sub-lethal toxicity of three POEA surfactant formulations to Daphnia magna,10.1007/s00128-007-9091-0,NA
Plasticity of intrinsic excitability during long-term depression is mediated through mGluR-dependent changes in I(h) in hippocampal CA1 pyramidal neurons,10.1523/JNEUROSCI.3520-07.2007,https://www.jneurosci.org/content/jneuro/27/51/13926.full.pdf
Nerve growth factor enhances voltage-gated Na+ channel activity and Transwell migration in Mat-LyLu rat prostate cancer cell line,10.1002/jcp.20846,https://europepmc.org/articles/pmc4123444?pdf=render
Association study of olanzapine-induced weight gain and therapeutic response with SERT gene polymorphisms in female schizophrenic patients,10.1177/0269881106072750,NA
Constructing realistic neural simulations with GENESIS,10.1007/978-1-59745-520-6_7,NA
Why polyps regenerate and we don't: towards a cellular and molecular framework for Hydra regeneration,10.1016/j.ydbio.2006.12.012,NA
Developmental effects of SSRIs: lessons learned from animal studies,10.1016/j.ijdevneu.2007.06.003,https://europepmc.org/articles/pmc2277509?pdf=render
Asymmetries in pelvic lymph nodes and their metastatic involvement by gynecologic cancer cells,10.1111/j.1447-0756.2007.00664.x,NA
Serotonin modulates the response of embryonic thalamocortical axons to netrin-1,10.1038/nn1896,NA
A mitochondria-K+ channel axis is suppressed in cancer and its normalization promotes apoptosis and inhibits cancer growth,10.1016/j.ccr.2006.10.020,http://www.cell.com/article/S1535610806003722/pdf
Automated reverse engineering of nonlinear dynamical systems,10.1073/pnas.0609476104,https://europepmc.org/articles/pmc1891254?pdf=render
Deletions at the SOX10 gene locus cause Waardenburg syndrome types 2 and 4,10.1086/522090,http://www.cell.com/article/S0002929707637677/pdf
Electroconvulsive therapy in melancholia: the role of hippocampal neurogenesis,10.1111/j.1600-0447.2007.00971.x,NA
Rab11 maintains connections between germline stem cells and niche cells in the Drosophila ovary,10.1242/dev.008466,http://dev.biologists.org/content/develop/134/19/3413.full.pdf
Characterisation of TRPM8 as a pharmacophore receptor,10.1016/j.ceca.2007.03.005,NA
Ciliation and gene expression distinguish between node and posterior notochord in the mammalian embryo,10.1111/j.1432-0436.2006.00124.x,NA
Conceptual development of the immune system as a sixth sense,10.1016/j.bbi.2006.09.004,NA
A few remarks on 'combined action of DC and AC magnetic fields on ion motion in a macromolecule',10.1002/bem.20314,NA
