Title,DOI
Decoding representations of scenes in the medial temporal lobes,10.1002/hipo.20960
Morphological change in machines accelerates the evolution of robust behavior,10.1073/pnas.1015390108
Affinity-based enrichment strategies to assay methyl-CpG binding activity and DNA methylation in early Xenopus embryos,10.1186/1756-0500-4-300
A landmark-free morphometric staging system for the mouse limb bud,10.1242/dev.057547
HDAC inhibitors block innate immunity,10.1182/blood-2010-11-315820
"Radiation-induced bystander effects: what are they, and how relevant are they to human radiation exposures?",10.1667/rr2548.1
Evidence-based (S3) guideline for the treatment of androgenetic alopecia in women and in men,10.1111/j.1610-0379.2011.07802.x
"Re""evolutionary"" regenerative medicine",10.1001/jama.2010.1938
Transmembrane potential of GlyCl-expressing instructor cells induces a neoplastic-like conversion of melanocytes via a serotonergic pathway,10.1242/dmm.005561
Embryonic morphogenetic field induces phenotypic reversion in cancer cells. Review article,BSP/CPB/E-Pub/00048-12-4 [pii]
Electrical synapses control hippocampal contributions to fear learning and memory,10.1126/science.1193785
Why don't we get more cancer? A proposed role of the microenvironment in restraining cancer progression,10.1038/nm.2328
RFX2 is essential in the ciliated organ of asymmetry and an RFX2 transgene identifies a population of ciliated cells sufficient for fluid flow,10.1016/j.ydbio.2011.12.030
Role of the gap junctions in the contractile response to agonists in pulmonary artery from two rat models of pulmonary hypertension,10.1186/1465-9921-12-30
Nucleation and growth of mineralized bone matrix on silk-hydroxyapatite composite scaffolds,10.1016/j.biomaterials.2010.12.058
The new paradigm: retinal pigment epithelium cells generated from embryonic or induced pluripotent stem cells,10.1111/j.1755-148X.2010.00772.x
Trophectoderm lineage determination in cattle,10.1016/j.devcel.2011.01.003
Dopamine controls neurogenesis in the adult salamander midbrain in homeostasis and during regeneration of dopamine neurons,10.1016/j.stem.2011.02.001
Scaling of morphogen gradients,10.1016/j.gde.2011.07.011
Expansion-repression mechanism for scaling the Dpp activation gradient in Drosophila wing imaginal discs,10.1016/j.cub.2011.07.015
Must psychologists change the way they analyze their data?,10.1037/a0024777
Nomothetics and idiography in developmental biology [English],10.1007/978-1-4020-6754-9_11481
Nomothetics and idiography in developmental biology,10.1007/978-1-4020-6754-9_11481
Mechanoelectrical and photon-generating devices in cells and organisms: from molecular machines to macroscopic fields,10.1088/1742-6596/329/1/012008
"Scott F. Gilbert—Developmental Biology, 2010, Sinauer Associates, Inc., Sunderland, MA Ninth Edition [Russian]",10.1134/s1062360411050043
"Scott F. Gilbert—Developmental Biology, 2010, Sinauer Associates, Inc., Sunderland, MA Ninth Edition [English]",10.1134/s1062360411050043
Interaction of cellular and network mechanisms for efficient pheromone coding in moths,10.1073/pnas.1112367108
"Antenatal maternal antidepressants drugs affect Activin A concentrations in maternal blood, in amniotic fluid and in fetal cord blood",10.3109/14767058.2011.604931
A neuroprotective role for polyamines in a Xenopus tadpole model of epilepsy,10.1038/nn.2777
Adaptation and evolutionary rescue in metapopulations experiencing environmental deterioration,10.1126/science.1203105
Adaptation and evolutionary rescue in metapopulations experiencing environmental deterioration,10.1126/science.1203105
Sonic hedgehog signaling is decoded by calcium spike activity in the developing spinal cord,10.1073/pnas.1018217108
Drosophila as a model of wound healing and tissue regeneration in vertebrates,10.1002/dvdy.22753
Identification of a novel ZIC3 isoform and mutation screening in patients with heterotaxy and congenital heart disease,10.1371/journal.pone.0023755
Mechanism and Biological Explanation,10.1086/661513
Ion channels and transporters in cancer. 1. Ion channels and cell proliferation in cancer,10.1152/ajpcell.00047.2011
"A Chemical genetics approach reveals H,K-ATPase-mediated membrane voltage is required for planarian head regeneration",10.1016/j.chembiol.2010.11.012
Automatic compilation from high-level biologically-oriented programming language to genetic regulatory networks,10.1371/journal.pone.0022490
Functional blueprints: an approach to modularity in grown systems,10.1007/s11721-011-0056-x
Nutritional state and collective motion: from individuals to mass migration,10.1098/rspb.2010.1447
"Intersections of epigenetics, twinning and developmental asymmetries: insights into monogenic and complex diseases and a role for 3D facial analysis",10.1375/twin.14.4.305
Pointing in the right direction: new developments in the field of planar cell polarity,10.1038/nrg2956
Online feedback control of functional electrical stimulation using dorsal root ganglia recordings,10.1109/IEMBS.2011.6091831
A flexible state-space approach for the modeling of metabolic networks I: development of mathematical methods,10.1016/j.ymben.2010.12.002
A flexible state-space approach for the modeling of metabolic networks II: advanced interrogation of hybridoma metabolism,10.1016/j.ymben.2010.12.003
High throughput assay of diffusion through Cx43 gap junction channels with a microfluidic chip,10.1021/ac102658h
"Biosemiosis and the Cellular Basis of Mind How the Oxidation of Glucose by Individual Neurons in Brain Results in Meaningful Communications and in the Emergence of ""Mind""",10.1007/s12304-010-9106-9
NCBI GEO: archive for functional genomics data sets--10 years on,10.1093/nar/gkq1184
Regenerating the epigenome,10.1038/embor.2011.10
Genetic approaches to investigate the role of CREB in neuronal plasticity and memory,10.1007/s12035-011-8209-x
Proliferating cells in suborbital tissue drive eye migration in flatfish,10.1016/j.ydbio.2010.12.032
"Generation of mice with functional inactivation of talpid3, a gene first identified in chicken",10.1242/dev.063602
Clinical and cytological effects of pimecrolimus cream 1% after resolution of active atopic dermatitis lesions by topical corticosteroids: a randomized controlled trial,10.1159/000321711
Curcumin blocks Kv11.1 (erg) potassium current and slows proliferation in the infant acute monocytic leukemia cell line THP-1,10.1159/000335850
Cellular decision making and biological noise: from microbes to mammals,S0092-8674(11)00069-9 [pii] 10.1016/j.cell.2011.01.030
The design and development of fluorescent nano-optodes for in vivo glucose monitoring,10.1177/193229681100500110
DC electric stimulation upregulates angiogenic factors in endothelial cells through activation of VEGF receptors,10.1016/j.cyto.2011.03.003
Light-scattering technologies for field carcinogenesis detection: a modality for endoscopic prescreening,10.1053/j.gastro.2010.11.023
Transport via SLC5A8 (SMCT1) is obligatory for 2-oxothiazolidine-4-carboxylate to enhance glutathione production in retinal pigment epithelial cells,10.1167/iovs.10-6825
"Adult subependymal neural precursors, but not differentiated cells, undergo rapid cathodal migration in the presence of direct current electric fields",10.1371/journal.pone.0023808
Hooks and comets: The story of microtubule polarity orientation in the neuron,10.1002/dneu.20818
Characterization of the deleted in autism 1 protein family: implications for studying cognitive disorders,10.1371/journal.pone.0014547
The role of gap junction communication and oxidative stress in the propagation of toxic effects among high-dose alpha-particle-irradiated human cells,10.1667/RR2372.1
Computing by physical interaction in neurons,10.1142/S0219635211002865
Teleonomy: The Feedback Circuit involving Information and Thermodynamic Processes,10.4236/jmp.2011.23021
Evolving Complete Robots with CPPN-NEAT: The Utility of Recurrent Connections,10.1145/2001576.2001775
"Synthesis, biological evaluation and structural characterization of novel glycopeptide analogues of nociceptin N/OFQ",10.1039/c1ob05197k
beta-Cell evolution: How the pancreas borrowed from the brain: The shared toolbox of genes expressed by neural and pancreatic endocrine cells may reflect their evolutionary relationship,10.1002/bies.201100015
Characterisation of neuronal and glial populations of the visual system during zebrafish lifespan,10.1016/j.ijdevneu.2011.02.008
Telocytes are the common cell of origin of both PEComas and GISTs: an evidence-supported hypothesis,10.1111/j.1582-4934.2011.01461.x
Ion channels and transporters in cancer. 3. Ion channels in the tumor cell-microenvironment cross talk,10.1152/ajpcell.00113.2011
Long-lasting and transgenerational effects of an environmental enrichment on memory formation,10.1016/j.brainresbull.2010.11.003
Harnessing dendritic cells in cancer,10.1016/j.smim.2011.01.003
Programmable ligand detection system in plants through a synthetic signal transduction pathway,10.1371/journal.pone.0016292
Cancer cell-derived microvesicles induce transformation by transferring tissue transglutaminase and fibronectin to recipient cells,10.1073/pnas.1017667108
Least-time paths of light,Doi 10.1111/J.1365-2966.2011.19242.X
"Lateralization in the Invertebrate Brain: Left-Right Asymmetry of Olfaction in Bumble Bee, Bombus terrestris",10.1371/journal.pone.0018903
Angiogenic functions of voltage-gated Na+ Channels in human endothelial cells: modulation of vascular endothelial growth factor (VEGF) signaling,10.1074/jbc.M110.187559
Ca2+ influx through reverse mode Na+/Ca2+ exchange is critical for vascular endothelial growth factor-mediated extracellular signal-regulated kinase (ERK) 1/2 activation and angiogenic functions of human endothelial cells,10.1074/jbc.M111.251777
Development and evaluation of a toolkit to assess partnership readiness for community-based participatory research,10.1353/cpr.2011.0019
Ephaptic coupling of cortical neurons,10.1038/nn.2727
Antidepressants increase human hippocampal neurogenesis by activating the glucocorticoid receptor,10.1038/mp.2011.26
High-throughput assay for the identification of compounds regulating osteogenic differentiation of human mesenchymal stromal cells,10.1371/journal.pone.0026678
Maternal smoking and congenital heart defects in the Baltimore-Washington Infant Study,10.1542/peds.2010-1399
Monochorionic twins discordant for congenital heart disease: a referral center's experience and possible pathophysiologic mechanisms,10.1002/pd.2819
Dishevelled is essential for neural connectivity and planar cell polarity in planarians,10.1073/pnas.1012090108
Gap Junctions between Interneurons Are Required for Normal Spatial Coding in the Hippocampus and Short-Term Spatial Memory,10.1523/jneurosci.6512-10.2011
Epigenetic reprogramming of breast cancer cells with oocyte extracts,10.1186/1476-4598-10-7
Membrane surface charge dictates the structure and function of the epithelial Na+/H+ exchanger,10.1038/emboj.2010.356
Bcl-xL regulates metabolic efficiency of neurons through interaction with the mitochondrial F1FO ATP synthase,10.1038/ncb2330
Molecular mechanisms of opioid receptor-dependent signaling and behavior,10.1097/ALN.0b013e318238bba6
Therapeutic effects of acrobatic exercise and magnetic field exposure on functional recovery after spinal cord injury in mice,10.1002/bem.20610
Efficient Markov chain Monte Carlo methods for decoding neural spike trains,10.1162/NECO_a_00059
5-HT and the immune system,10.1016/j.coph.2011.02.004
Recruitment of progenitor cells by an extracellular matrix cryptic peptide in a mouse model of digit amputation,10.1089/ten.TEA.2011.0036
An isolated cryptic peptide influences osteogenesis and bone remodeling in an adult mammalian model of digit amputation,10.1089/ten.TEA.2011.0257
Nonlinear dynamics of emotion-cognition interaction: when emotion does not destroy cognition?,10.1007/s11538-010-9572-x
Computing with liquid crystal fingers: Models of geometric and logical computation,10.1103/physreve.84.061702
Towards Arithmetic Circuits in Sub-Excitable Chemical Media,Doi 10.1002/Ijch.201000046
Memristive excitable cellular automata,10.1142/s0218127411030611
Rebuilding Iberian motorways with slime mould,10.1016/j.biosystems.2011.03.007
"Analysis of expressed sequence tags (ESTs) and gene expression changes under different growth conditions for the ciliate Anophryoides haemophila, the causative agent of bumper car disease in the American lobster (Homarus americanus)",10.1016/j.jip.2011.04.006
The secreted integrin ligand nephronectin is necessary for forelimb formation in Xenopus tropicalis,10.1016/j.ydbio.2010.10.015
Planarian stem cells: a simple paradigm for regeneration,10.1016/j.tcb.2011.01.005
"Potential activity of aqueous extract of culinary-medicinal Lion's Mane mushroom, Hericium erinaceus (Bull.: Fr.) Pers. (Aphyllophoromycetideae) in accelerating wound healing in rats",10.1615/intjmedmushr.v13.i1.50
Critical maturational period of new neurons in adult dentate gyrus for their involvement in memory formation,10.1111/j.1460-9568.2011.07608.x
Eye field specification in Xenopus laevis,B978-0-12-385044-7.00002-3 [pii] 10.1016/B978-0-12-385044-7.00002-3
"A generic framework for real-time multi-channel neuronal signal analysis, telemetry control, and sub-millisecond latency feedback generation",10.3389/fnins.2010.00173
Gap junctions in inherited human disease,10.1007/s00424-010-0789-1
Deletion of connexin45 in mouse neurons disrupts one-trial object recognition and alters kainate-induced gamma-oscillations in the hippocampus,10.1016/j.physbeh.2010.05.007
"Macroscopic stiffening of embryonic tissues via microtubules, RhoGEF and the assembly of contractile bundles of actomyosin",10.1242/dev.045997
Stem cell competition for niche occupancy: emerging themes and mechanisms,10.1007/s12015-010-9128-3
Subsurface characterization of carbon nanotubes in polymer composites via quantitative electric force microscopy,10.1088/0957-4484/21/22/225702
Somatic sex identity is cell autonomous in the chicken,10.1038/nature08852
Calcium regulation of the ATPase activity of Physarum and scallop myosins using hybrid smooth muscle myosin: the role of the essential light chain,10.1016/j.febslet.2010.07.011
Progress in neural plasticity,10.1007/s11427-010-0062-z
5-HT2B receptors are expressed on astrocytes from brain and in culture and are a chronic target for all five conventional 'serotonin-specific reuptake inhibitors',10.1017/S1740925X10000141
"Xenopus RCOR2 (REST corepressor 2) interacts with ZMYND8, which is involved in neural differentiation",10.1016/j.bbrc.2010.03.115
PCP effector gene Inturned is an important regulator of cilia formation and embryonic development in mammals,10.1016/j.ydbio.2010.01.003
[Relation between microcirculation parameters and Pc3 geomagnetic pulsations],10.1134/s000635091004024x
The use of lectins as markers for differentiated secretory cells in planarians,10.1002/dvdy.22427
Macrophage-specific gene functions in Spi1-directed innate immunity,10.1182/blood-2010-01-262873
Noninvasive brain stimulation with low-intensity electrical currents: putative mechanisms of action for direct and alternating current stimulation,10.1177/1073858409336227
Non-equilibrium silk fibroin adhesives,10.1016/j.jsb.2009.12.012
BMP signaling induces digit regeneration in neonatal mice,10.1242/dev.042424
Diabetes-associated alterations in volatile anesthetic actions on contractile response to norepinephrine in isolated mesenteric resistance arteries,10.1097/ALN.0b013e3181ce9e80
Spatial vision in the purple sea urchin Strongylocentrotus purpuratus (Echinoidea),10.1242/jeb.033159
Transposon transgenesis in Xenopus,10.1016/j.ymeth.2010.03.001
Physiological roles of ion channels in adult neural stem cells and their progeny,10.1111/j.1471-4159.2010.06822.x
Synchronization of Ca2+ oscillations: a capacitative (AC) electrical coupling model in neuroepithelium,10.1111/j.1742-4658.2009.07439.x
ClC-3 chloride channels are essential for cell proliferation and cell cycle progression in nasopharyngeal carcinoma cells,10.1093/abbs/gmq031
A new Kv1.2 channelopathy underlying cerebellar ataxia,10.1074/jbc.M110.153676
Light-avoidance-mediating photoreceptors tile the Drosophila larval body wall,10.1038/nature09576
"First trimester paroxetine use and the prevalence of congenital, specifically cardiac, defects: a meta-analysis of epidemiological studies",10.1002/bdra.20627
A model for cleavage plane determination in early amphibian and fish embryos,10.1016/j.cub.2010.10.024
"RNA helicase Ddx39 is expressed in the developing central nervous system, limb, otic vesicle, branchial arches and facial mesenchyme of Xenopus laevis",10.1016/j.gep.2009.11.001
Challenges for modeling global gene regulatory networks during development: insights from Drosophila,10.1016/j.ydbio.2009.10.032
Symptoms of psychological distress and suicidal ideation among banana workers with a history of poisoning by organophosphate or n-methyl carbamate pesticides,10.1136/oem.2009.047266
Planarian regeneration involves distinct stem cell responses to wounds and tissue absence,10.1016/j.ydbio.2010.06.017
HER2 signaling pathway activation and response of breast cancer cells to HER2-targeting agents is dependent strongly on the 3D microenvironment,10.1007/s10549-009-0502-2
JNK regulates serotonin-mediated proliferation and migration of pulmonary artery smooth muscle cells,10.1152/ajplung.00281.2009
Toxoplasma gondii-altered host behaviour: clues as to mechanism of action,10.14411/fp.2010.012
Homeostatic Plasticity and STDP: Keeping a Neuron's Cool in a Fluctuating World,10.3389/fnsyn.2010.00005
Genetically encoded Cl-Sensor as a tool for monitoring of Cl-dependent processes in small neuronal compartments,10.1016/j.jneumeth.2010.08.002
A functional genomic screen in planarians identifies novel regulators of germ cell development,10.1101/gad.1951010
Visions: the art of science,10.1002/mrd.21246
Neuronal gap junctions are required for NMDA receptor-mediated excitotoxicity: implications in ischemic stroke,10.1152/jn.00656.2010
Animal cells connected by nanotubes can be electrically coupled through interposed gap-junction channels,10.1073/pnas.1006785107
Generating retinal neurons by reprogramming retinal pigment epithelial cells,10.1517/14712598.2010.495218
[Disruption of the microfilament cytoskeleton induced by simulated microgravity affects NO/NOS system of osteoblasts],10.3390/ijms21103638
"Common and unique biological pathways associated with smoking initiation/progression, nicotine dependence, and smoking cessation",10.1038/npp.2009.178
The effects of DNA methyltransferase inhibitors and histone deacetylase inhibitors on digit regeneration in mice,10.2217/rme.09.91
Regulation of tissue repair and regeneration by electric fields,10.1007/978-981-16-1182-7_8
Optimizing information flow in small genetic networks. II. Feed-forward interactions,10.1103/PhysRevE.81.041905
Cloning and characterisation of GIRK1 variants resulting from alternative RNA editing of the KCNJ3 gene transcript in a human breast cancer cell line,10.1002/jcb.22564
Individuals versus Individualities: A Darwinian Approach,doi:10.1162/BIOT_a_00020
Effect of 6-hydroxydopamine (6-OHDA) on proliferation of glial cells in the rat cortex and striatum: evidence for de-differentiation of resident astrocytes,10.1007/s00441-010-1061-x
Manipulation of host behaviour by Toxoplasma gondii: what is the minimum a proposed proximate mechanism should explain?,10.14411/fp.2010.011
Extracellular matrix-derived products modulate endothelial and progenitor cell migration and proliferation in vitro and stimulate regenerative healing in vivo,10.1016/j.matbio.2010.08.007
Surprisingly simple mechanical behavior of a complex embryonic tissue,10.1371/journal.pone.0015359
The animal within: carcinogenesis and the clonal evolution of cancer cells are speciation events sensu stricto,10.1111/j.1558-5646.2009.00942.x
Rere controls retinoic acid signalling and somite bilateral symmetry,10.1038/nature08763
Computational and Biological Analogies for Understanding Fine-Tuned Parameters in Physics,Doi 10.1007/S10699-010-9183-X
Bromocriptine approved as the first medication to target dopamine activity to improve glycemic control in patients with type 2 diabetes,10.2147/dmso.s9575
Temperature sensing using fluorescent nanothermometers,10.1021/nn100244a
Gap junctions and memory: an investigation using a single trial discrimination avoidance task for the neonate chick,10.1016/j.nlm.2009.09.010
Fungal pathogen changes the feeding kinematics of larval anurans,10.1645/GE-2353.1
Postnatal switch from synaptic to extrasynaptic transmission between interneurons and NG2 cells,10.1523/JNEUROSCI.0238-10.2010
Far from solved: A perspective on what we know about early mechanisms of left-right asymmetry,10.1002/dvdy.22450
Consistent left-right asymmetry cannot be established by late organizers in Xenopus unless the late organizer is a conjoined twin,10.1242/dev.041798
Hyperpolarization induces differentiation in human cardiomyocyte progenitor cells,10.1007/s12015-010-9142-5
Attention-like deficit and hyperactivity in a Drosophila memory mutant,10.1523/jneurosci.4516-09.2010
Live imaging of apoptotic cells in zebrafish,10.1096/fj.10-161018
Impact of dendritic size and dendritic topology on burst firing in pyramidal cells,10.1371/journal.pcbi.1000781
Effects of unilateral clefts on brain structure,10.1001/archpediatrics.2010.123
Reduced functional coupling in the default-mode network during self-referential processing,10.1002/hbm.20920
"Mutations in TMEM216 perturb ciliogenesis and cause Joubert, Meckel and related syndromes",10.1038/ng.594
The vacuolar ATPase is required for physiological as well as pathological activation of the Notch receptor,10.1242/dev.045484
A fluorophore ligase for site-specific protein labeling inside living cells,10.1073/pnas.0914067107
Maternal Inheritance of racemism in the terrestrial snail Bradybaena similaris,10.1093/jhered/esp058
Relationships between intestinal parasitosis and handedness,10.1080/13576500903049316
Dissociation of embryonic kidneys followed by reaggregation allows the formation of renal tissues,10.1038/ki.2009.482
"Reduced evolvability of Escherichia coli MDS42, an IS-less cellular chassis for molecular and synthetic biology applications",10.1186/1475-2859-9-38
Fully decentralized control of a soft-bodied robot inspired by true slime mold,10.1007/s00422-010-0367-9
Towards a knowledge-based Human Protein Atlas,10.1038/nbt1210-1248
"Eisenia fetida avoidance behavior as a tool for assessing the efficiency of remediation of Pb, Zn and Cd polluted soil",10.1016/j.envpol.2010.04.015
Antidepressants in pregnancy: a systematic review,10.3109/00048674.2010.507543
In vitro novel combinations of psychotropics and anti-cancer modalities in U87 human glioblastoma cells,10.3892/ijo_00000756
Inhibition of voltage-gated K+ channels in dendritic cells by rapamycin,10.1152/ajpcell.00367.2010
Enhancement of dendritic cells as vaccines for cancer,10.2217/imt.10.56
Roles of membrane trafficking in nerve repair and regeneration,10.4161/cib.3.3.11555
Use of selective serotonin reuptake inhibitors during pregnancy and risk of major and cardiovascular malformations: an update,10.3810/pgm.2010.07.2175
"Clonal analyses reveal roles of organ founding stem cells, melanocyte stem cells and melanoblasts in establishment, growth and regeneration of the adult zebrafish fin",10.1242/dev.057075
Involvement of p114-RhoGEF and Lfc in Wnt-3a- and dishevelled-induced RhoA activation and neurite retraction in N1E-115 mouse neuroblastoma cells,10.1091/mbc.E10-02-0095
Induction of vertebrate regeneration by a transient sodium current,30/39/13192 [pii] 10.1523/JNEUROSCI.3315-10.2010
Kir 2.1 channelopathies: the Andersen-Tawil syndrome,10.1007/s00424-010-0820-6
Experimental demonstration of information-to-energy conversion and validation of the generalized Jarzynski equality,Doi 10.1038/Nphys1821
A kinetic perspective on extracellular electron transfer by anode-respiring bacteria,10.1111/j.1574-6976.2009.00191.x
Providing positional information with active transport on dynamic microtubules,10.1016/j.bpj.2010.05.026
ICRP Publication 115. Lung cancer risk from radon and progeny and statement on radon,10.1016/j.icrp.2011.08.011
Chloride channels regulate chondrogenesis in chicken mandibular mesenchymal cells,10.1016/j.archoralbio.2010.08.005
"Coherence potentials: loss-less, all-or-none network events in the cortex",10.1371/journal.pbio.1000278
Small RNAs have a big impact on regeneration,12085 [pii]
Rules for biologically inspired adaptive network design,10.1126/science.1177894
Tumor reversion holds promise,10.18632/oncotarget.100803
Optogenetic in vivo cell manipulation in KillerRed-expressing zebrafish transgenics,10.1186/1471-213x-10-110
Top-down and bottom-up mechanisms in mind-body medicine: development of an integrative framework for psychophysiological research,10.1016/j.explore.2009.10.004
Single-cell NF-kappaB dynamics reveal digital activation and analogue information processing,10.1038/nature09145
Dissecting regional variations in stress fiber mechanics in living cells with laser nanosurgery,10.1016/j.bpj.2010.08.071
Limb blastema cell: a stem cell for morphological regeneration,10.1111/j.1440-169x.2009.01144.x
Autonomous right-screw rotation of growth cone filopodia drives neurite turning,10.1083/jcb.200906043
"Calcium, ischemia and excitotoxicity",10.1016/j.ceca.2010.01.003
Evidence for Light Wavelength-Specific Photoelectrophysiological Signaling and Memory of Excess Light Episodes in Arabidopsis,10.1105/tpc.109.069302
Contribution of voltage-gated potassium channels to the regulation of apoptosis,10.1016/j.febslet.2010.01.038
Pannexin 2 is expressed by postnatal hippocampal neural progenitors and modulates neuronal commitment,10.1074/jbc.M110.130054
Full-term mouse development by abolishing Zn2+-dependent metaphase II arrest without Ca2+ release,10.1242/dev.049791
Characterization of a novel type I keratin gene and generation of transgenic lines with fluorescent reporter genes driven by its promoter/enhancer in Xenopus laevis,10.1002/dvdy.22451
Coupling of apoptosis and L/R patterning controls stepwise organ looping,10.1016/j.cub.2010.08.056
Regeneration: Thomas Hunt Morgan's window into development,10.1007/s10739-009-9203-2
Effects of avermectins on neurite outgrowth in differentiating mouse neuroblastoma N2a cells,10.1016/j.toxlet.2009.10.021
Biophotons as neural communication signals demonstrated by in situ biophoton autography,10.1039/b9pp00125e
On-chip electrical impedance tomography for imaging biological cells,10.1016/j.bios.2009.09.036
Self-organization of repetitive spike patterns in developing neuronal networks in vitro,10.1111/j.1460-9568.2010.07383.x
Enteric bacteria and cancer stem cells,10.3390/cancers3010285
Direct exchange of electrons within aggregates of an evolved syntrophic coculture of anaerobic bacteria,10.1126/science.1196526
Tracking stem cell differentiation in the setting of automated optogenetic stimulation,10.1002/stem.558
Electrostatic cell-surface repulsion initiates lumen formation in developing blood vessels,10.1016/j.cub.2010.09.061
"Evolutionary dynamics, epistatic interactions, and biological information",10.1016/j.jtbi.2010.07.025
"The social organism: congresses, parties, and committees",10.1111/j.1558-5646.2009.00929.x
Global up-regulation of microtubule dynamics and polarity reversal during regeneration of an axon from a dendrite,10.1091/mbc.E09-11-0967
Bistable cell fate specification as a result of stochastic fluctuations and collective spatial cell behaviour,10.1371/journal.pone.0014441
A low percent ethanol method for immobilizing planarians,10.1371/journal.pone.0015310
On Strong Anticipation,10.1016/j.cogsys.2009.03.003
Plasticity of complex regional pain syndrome (CRPS) in children,10.1111/j.1526-4637.2010.00910.x
Proton pump inhibitors as anti vacuolar-ATPases drugs: a novel anticancer strategy,10.1186/1756-9966-29-44
From atopic dermatitis to asthma: the atopic march,10.1016/j.anai.2009.10.002
Towards Robot Scientists for autonomous scientific discovery,10.1186/1759-4499-2-1
Planar cell polarity breaks bilateral symmetry by controlling ciliary positioning,10.1038/nature09129
DNA as a universal substrate for chemical kinetics,10.1073/pnas.0909380107
"How well do dingoes, Canis dingo, perform on the detour task?",10.1016/j.anbehav.2010.04.017
Impaired Social Behavior in 5-HT(3A) Receptor Knockout Mice,10.3389/fnbeh.2010.00169
Exotic freshwater planarians currently known from Japan,10.3739/rikusui.68.461
Pancreatic beta cell lines and their applications in diabetes mellitus research,10.14573/altex.2010.2.105
Microinjection of Xenopus oocytes,10.1101/pdb.prot5536
Associative learning in zebrafish (Danio rerio) in the plus maze,10.1016/j.bbr.2009.09.043
Mesangial cells initiate compensatory tubular cell hypertrophy,10.1159/000287229
The reduction in colorectal cancer mortality after colonoscopy varies by site of the cancer,10.1053/j.gastro.2010.06.052
Heart of newt: a recipe for regeneration,10.1007/s12265-010-9191-9
Spatial expression profiles in the Xenopus laevis oocytes measured with qPCR tomography,10.1016/j.ymeth.2009.12.011
Modulation of ion channels in clinical psychopharmacology: adults and younger people,10.1586/ecp.10.21
Noise and robustness in prokaryotic regulatory networks,10.1146/annurev.micro.091208.073229
Making heads from tails: development of a reversed anterior-posterior axis during budding in an acoel,10.1016/j.ydbio.2009.10.033
Genetically modified dendritic cells in cancer immunotherapy: a better tomorrow?,10.1517/14712598.2010.526105
"[A ""micromere model"" of cellular interactions in sea urchin embryos]",10.1134/s0006350910030085
"The regulation of organ size in Drosophila: physiology, plasticity, patterning and physical force",10.4161/org.6.2.10375
Cellular and molecular dissection of pluripotent adult somatic stem cells in planarians,DGD1155 [pii] 10.1111/j.1440-169X.2009.01155.x
Anticipating future conditions via trajectory sensitivity,10.1371/journal.pone.0010824
Regeneration processes in various species of planarians,Doi 10.1134/S1062360410020050
The antiparasitic agent ivermectin induces chloride-dependent membrane hyperpolarization and cell death in leukemia cells,10.1182/blood-2010-01-262675
Visual activity regulates neural progenitor cells in developing xenopus CNS through musashi1,10.1016/j.neuron.2010.09.028
"Error correction, sensory prediction, and adaptation in motor control",10.1146/annurev-neuro-060909-153135
Cancer as a metabolic disease,10.1186/1743-7075-7-7
[Potassium channelopathies and Morvan's syndromes],10.1016/bs.adgen.2020.03.002
"On the dynamics of random Boolean networks subject to noise: attractors, ergodic sets and cell types",10.1016/j.jtbi.2010.04.012
Hypoxia and amino acid supplementation synergistically promote the osteogenesis of human mesenchymal stem cells on silk protein scaffolds,10.1089/ten.TEA.2010.0302
"Whole embryo culture and the identification of ""teratogenicity""",10.1016/j.reprotox.2009.10.010
The Nodal Inhibitor Coco Is a Critical Target of Leftward Flow in Xenopus,10.1016/j.cub.2010.02.061
Neurotransmitter receptors as central regulators of pancreatic cancer,10.2217/fon.09.171
TTFields alone and in combination with chemotherapeutic agents effectively reduce the viability of MDR cell sub-lines that over-express ABC transporters,10.1186/1471-2407-10-229
From network structure to network reorganization: implications for adult neurogenesis,10.1088/1478-3975/7/4/046008
"Developmental plasticity, modularity, and heterochrony during the phylotypic stage of the zebra fish, Danio rerio",10.1002/jez.b.21320
Radon in indoor spaces: an underestimated risk factor for lung cancer in environmental medicine,10.3238/arztebl.2010.0181
Probabilistic density maps to study global endomembrane organization,10.1038/nmeth.1462
Functional investigations on human mesenchymal stem cells exposed to magnetic fields and labeled with clinically approved iron nanoparticles,10.1186/1471-2121-11-22
Modeling of processes of specialization and integration as a basis for development of multicellularity,Doi 10.1134/S0022093010060101
RNA interference-mediated knockdown of the mouse gene encoding potassium channel subfamily K member 10 inhibits hormone-induced differentiation of 3T3-L1 preadipocytes,10.1016/j.cbpb.2010.04.015
Cross-modal plasticity of tactile perception in blindness,10.3233/RNN-2010-0534
Cross-modal plasticity of tactile perception in blindness,10.3233/RNN-2010-0534
Kita driven expression of oncogenic HRAS leads to early onset and highly penetrant melanoma in zebrafish,10.1371/journal.pone.0015170
Morphine regulates dopaminergic neuron differentiation via miR-133b,10.1124/mol.110.066837
In vivo effects of morphine on neuronal fate and opioid receptor expression in zebrafish embryos,10.1111/j.1460-9568.2010.07317.x
Identification of retinal transformation hot spots in developing Drosophila epithelia,10.1371/journal.pone.0008510
Development (and Evolution) of the Universe,10.1007/s10699-010-9181-z
What is Semiotics?,10.1007/s12304-010-9090-0
"BCL6 canalizes Notch-dependent transcription, excluding Mastermind-like1 from selected target genes during left-right patterning",10.1016/j.devcel.2009.12.023
